#   beta           E(beta)     N(params)           N(CNOT)          N(measure)
#-------------------------------------------------------------------------------
    4.700       -5.025761714       72527           4354944        196691868668
    4.800       -5.026208772       74433           4468168        207170430060
    4.900       -5.026625709       76323           4580412        218147379060
    5.000       -5.027015179       78198           4692008        228980403900
    5.100       -5.027378887       80061           4802572        239738043276
    5.200       -5.027718911       81905           4911796        251297449350
    5.300       -5.028037267       83737           5020624        262260261750
    5.400       -5.028335372       85550           5127700        273588939478
    5.500       -5.028614885       87352           5234412        284537089894
    5.600       -5.028877221       89140           5340404        295729218502
    5.700       -5.029123476       90909           5445172        306648300694
    5.800       -5.029354985       92660           5549288        317822746582
    5.900       -5.029572767       94399           5652344        328928020366
    6.000       -5.029778168       96116           5753908        339763874264
    6.100       -5.029971715       97819           5854512        351037615088
    6.200       -5.030154168       99506           5954448        362196967704
    6.300       -5.030326221      101177           6053052        373420459656
    6.400       -5.030489218      102837           6151308        384517523896
    6.500       -5.030643059      104477           6248088        395539675768
    6.600       -5.030788703      106108           6343960        406906416946
    6.700       -5.030926946      107727           6439704        417893351212
    6.800       -5.031058005      109332           6534296        429427698964
    6.900       -5.031182565      110921           6627940        440617772980
    7.000       -5.031300847      112496           6720660        451714682764
    7.100       -5.031413245      114059           6812852        462410447908
    7.200       -5.031520113      115607           6903896        473770972156
    7.300       -5.031622064      117147           6994656        485067002540
    7.400       -5.031719180      118672           7084148        496425323700
    7.500       -5.031811873      120182           7172692        507768373852
    7.600       -5.031900278      121677           7260204        518750915132
    7.700       -5.031984867      123165           7347688        529649626796
    7.800       -5.032065736      124640           7434288        541629750716
    7.900       -5.032143151      126104           7519996        552998275868
    8.000       -5.032217329      127557           7605308        564723102852
    8.100       -5.032288339      128997           7689480        575792477172
    8.200       -5.032356486      130430           7773020        587295228036
    8.300       -5.032422024      131854           7856516        599382708492
    8.400       -5.032485028      133269           7939100        611796283644
    8.500       -5.032545498      134675           8020700        624294143676
    8.600       -5.032603803      136073           8102348        637094234004
    8.700       -5.032660085      137465           8183900        649365733332
    8.800       -5.032714235      138845           8264772        662078647644
    8.900       -5.032766421      140214           8344448        674331959020
    9.000       -5.032816689      141579           8424220        687921328924
    9.100       -5.032865436      142935           8503304        700552224964
    9.200       -5.032912462      144282           8581672        713579473084
    9.300       -5.032957879      145625           8659788        726275424820
    9.400       -5.033001962      146960           8737472        740794859020
    9.500       -5.033044550      148290           8814776        755590308764
    9.600       -5.033085671      149611           8891804        770675432292
    9.700       -5.033125660      150925           8968236        786431467044
    9.800       -5.033164282      152235           9044088        802372211556
    9.900       -5.033201870      153542           9119916        819831911652
   10.000       -5.033238287      154843           9195116        837670637124
   10.100       -5.033273711      156140           9270484        857670618004
   10.200       -5.033308170      157431           9346040        877016554532
   10.300       -5.033341555      158715           9420660        898537672316
   10.400       -5.033374088      159995           9494720        919914870188
   10.500       -5.033405739      161269           9568696        941713368380
   10.600       -5.033436615      162539           9641748        963432263964
   10.700       -5.033466590      163804           9715392        986142376308
   10.800       -5.033495820      165066           9788816        1010360246628
   10.900       -5.033524431      166325           9862024        1035180229932
   11.000       -5.033552291      167576           9934708        1059295511772
   11.100       -5.033579429      168823          10007356        1084041822252
   11.200       -5.033605907      170065          10078848        1110167630652
   11.300       -5.033631791      171306          10150620        1137682325340
   11.400       -5.033657153      172545          10222424        1164639100476
   11.500       -5.033681968      173779          10294188        1191774543268
   11.600       -5.033706205      175008          10365276        1219279980694
   11.700       -5.033729909      176231          10435724        1247304837310
   11.800       -5.033753025      177449          10506688        1274541006478
   11.900       -5.033775698      178661          10576740        1302630579718
   12.000       -5.033797846      179872          10647288        1332633936166
   12.100       -5.033819621      181079          10717464        1363341477536
   12.200       -5.033840956      182282          10787040        1392732095240
   12.300       -5.033861788      183481          10856420        1423487965496
   12.400       -5.033882253      184677          10925828        1454725051328
   12.500       -5.033902353      185868          10994880        1485799415090
   12.600       -5.033922107      187055          11064036        1516778421938
   12.700       -5.033941467      188237          11132108        1551229392794
   12.800       -5.033960461      189417          11200172        1583983312074
   12.900       -5.033979095      190595          11267988        1617565063380
   13.000       -5.033997441      191767          11335728        1649707273260
   13.100       -5.034015406      192937          11403536        1685206773900
   13.200       -5.034033039      194103          11471092        1721261438238
   13.300       -5.034050479      195269          11538464        1755819437550
   13.400       -5.034067466      196429          11605672        1791864289944
   13.500       -5.034084296      197587          11672396        1826958261072
   13.600       -5.034100841      198743          11739208        1860115825264
   13.700       -5.034117057      199893          11805600        1898027386898
   13.800       -5.034133006      201040          11871484        1935392534946
   13.900       -5.034148671      202188          11938008        1972826035434
   14.000       -5.034164134      203335          12004460        2011460111212
   14.100       -5.034179330      204480          12070932        2049473792884
   14.200       -5.034194302      205620          12136488        2087956709134
   14.300       -5.034209075      206760          12202164        2129079680614
   14.400       -5.034223623      207899          12268204        2167987026550
   14.500       -5.034237965      209033          12333544        2209786119742
   14.600       -5.034252090      210164          12399188        2250110071222
   14.700       -5.034265994      211292          12464424        2292625343128
   14.800       -5.034279735      212418          12529416        2335760581298
   14.900       -5.034293181      213540          12594260        2379448206404
   15.000       -5.034306440      214655          12658540        2423012874404
   15.100       -5.034319646      215770          12723280        2465276909348
   15.200       -5.034332603      216883          12787552        2508467019476
   15.300       -5.034345338      217994          12851288        2554004716014
   15.400       -5.034357957      219103          12915620        2601102104928
   15.500       -5.034370313      220207          12979660        2650888786530
   15.600       -5.034382374      221308          13043336        2704423619628
   15.700       -5.034394381      222408          13106824        2755033226388
   15.800       -5.034406316      223507          13170548        2804864960764
   15.900       -5.034418072      224602          13234020        2853445488268
   16.000       -5.034429599      225692          13297304        2907406350782
   16.100       -5.034440974      226777          13359788        2958084267542
   16.200       -5.034452198      227862          13422544        3010536008486
   16.300       -5.034463333      228945          13485240        3065743328144
   16.400       -5.034474303      230024          13547492        3120281239010
   16.500       -5.034485130      231102          13609748        3173099791788
   16.600       -5.034495850      232177          13671652        3225119991628
   16.700       -5.034506462      233250          13733580        3279007702972
   16.800       -5.034516881      234323          13795896        3333919061926
   16.900       -5.034527237      235390          13857536        3387818772856
   17.000       -5.034537391      236458          13919204        3449929320112
   17.100       -5.034547467      237524          13980692        3510094917320
   17.200       -5.034557382      238592          14042476        3574292747168
   17.300       -5.034567153      239655          14103760        3636474491904
   17.400       -5.034576809      240718          14165136        3695960251690
   17.500       -5.034586359      241779          14226120        3758481013492
   17.600       -5.034595918      242839          14287136        3817788362702
   17.700       -5.034605281      243896          14348196        3879834236808
   17.800       -5.034614592      244952          14409688        3942143976576
   17.900       -5.034623783      246006          14470456        4002631535272
   18.000       -5.034632883      247057          14531304        4065503397944
   18.100       -5.034641897      248108          14592216        4126478508762
   18.200       -5.034650775      249156          14653208        4191451006666
   18.300       -5.034659507      250198          14713188        4254299442836
   18.400       -5.034668124      251241          14773720        4322040347060
   18.500       -5.034676669      252281          14833656        4392950066204
   18.600       -5.034685126      253318          14893552        4458397618364
   18.700       -5.034693554      254352          14953008        4520899194326
   18.800       -5.034701842      255384          15012820        4586541379886
   18.900       -5.034709980      256414          15072628        4655556519120
   19.000       -5.034718134      257444          15132120        4719621697234
   19.100       -5.034726148      258471          15191248        4785620020484
   19.200       -5.034734094      259496          15250304        4854710087804
   19.300       -5.034741850      260519          15309828        4927684904942
   19.400       -5.034749551      261540          15369132        5001910948950
   19.500       -5.034757237      262557          15427804        5069228386920
   19.600       -5.034764785      263573          15486516        5138560618728
   19.700       -5.034772257      264588          15545516        5212113818968
   19.800       -5.034779691      265603          15604352        5287403648882
   19.900       -5.034786986      266616          15663024        5362078928066
   20.000       -5.034794256      267627          15721476        5439263777276
   20.100       -5.034801494      268636          15779940        5516263776270
   20.200       -5.034808609      269643          15838148        5589348030270
   20.300       -5.034815703      270650          15896912        5666521447320
   20.400       -5.034822668      271653          15955024        5742525722488
   20.500       -5.034829544      272656          16013184        5823918736322
   20.600       -5.034836337      273658          16071468        5903017784210
   20.700       -5.034843091      274657          16128792        5976920290466
   20.800       -5.034849741      275654          16186732        6059536271802
   20.900       -5.034856303      276651          16244568        6137582829820
   21.000       -5.034862894      277646          16302220        6216832248412
   21.100       -5.034869403      278639          16359584        6296576577886
   21.200       -5.034875875      279631          16417228        6371837563192
   21.300       -5.034882248      280623          16474752        6451441627768
   21.400       -5.034888468      281612          16532056        6535669013464
   21.500       -5.034894772      282600          16589380        6613470403088
   21.600       -5.034900973      283587          16646812        6696293788304
   21.700       -5.034907086      284571          16703620        6774074558960
   21.800       -5.034913217      285553          16760732        6853333027296
   21.900       -5.034919222      286532          16817412        6934479551938
   22.000       -5.034925185      287512          16874260        7011648835258
   22.100       -5.034931107      288490          16930544        7091816809372
   22.200       -5.034936908      289467          16987588        7176109268230
   22.300       -5.034942626      290445          17044720        7265432771344
   22.400       -5.034948351      291420          17101468        7345979629864
   22.500       -5.034954016      292393          17157996        7429397802002
   22.600       -5.034959602      293365          17214764        7519183275212
   22.700       -5.034965157      294335          17271012        7604483670894
   22.800       -5.034970631      295302          17327004        7696054412134
   22.900       -5.034976157      296270          17383052        7784774829910
   23.000       -5.034981487      297235          17439200        7877629805200
   23.100       -5.034986885      298197          17494944        7964599626370
   23.200       -5.034992130      299157          17550688        8059641585700
   23.300       -5.034997267      300117          17606556        8157443080822
   23.400       -5.035002425      301076          17662144        8246025129448
   23.500       -5.035007519      302034          17717952        8339412123242
   23.600       -5.035012595      302991          17773548        8428390573658
   23.700       -5.035017599      303947          17829276        8526414682730
   23.800       -5.035022633      304903          17884876        8615951751308
   23.900       -5.035027497      305855          17940096        8714304499068
   24.000       -5.035032438      306810          17995616        8806793184262
   24.100       -5.035037355      307763          18051288        8901975691006
   24.200       -5.035042179      308711          18106460        8991656652910
   24.300       -5.035046985      309661          18161712        9081684209464
   24.400       -5.035051772      310610          18216864        9172869433106
   24.500       -5.035056416      311558          18271760        9273761404580
   24.600       -5.035061099      312506          18327144        9373155963038
   24.700       -5.035065719      313451          18381700        9468345222872
   24.800       -5.035070294      314395          18436836        9571893530288
   24.900       -5.035074826      315337          18491524        9671767623314
   25.000       -5.035079236      316278          18546324        9779227061612
   25.100       -5.035083620      317216          18601200        9881579753780
   25.200       -5.035088057      318152          18655796        9995225229212
   25.300       -5.035092436      319087          18710096        10109340751484
   25.400       -5.035096766      320020          18764340        10226628637772
   25.500       -5.035101032      320951          18818792        10340006196462
   25.600       -5.035105260      321881          18873132        10459399739214
   25.700       -5.035109485      322809          18927156        10577624592070
   25.800       -5.035113675      323733          18981004        10689010066246
   25.900       -5.035117717      324656          19034684        10814164562542
   26.000       -5.035121783      325578          19088600        10929534247742
   26.100       -5.035125874      326500          19142168        11045043035718
   26.200       -5.035129851      327419          19195860        11162750868334
   26.300       -5.035133859      328338          19249012        11274206997200
   26.400       -5.035137766      329255          19302648        11398772952896
   26.500       -5.035141606      330169          19355800        11525794604672
   26.600       -5.035145403      331083          19409084        11654332305584
   26.700       -5.035149274      331998          19462048        11774829188384
   26.800       -5.035153028      332912          19515476        11901817503050
   26.900       -5.035156769      333824          19568696        12019439591426
   27.000       -5.035160484      334736          19621920        12142942357922
   27.100       -5.035164225      335647          19675256        12266743751642
   27.200       -5.035167912      336558          19728512        12388546743362
   27.300       -5.035171602      337467          19781508        12514417970876
   27.400       -5.035175200      338373          19834400        12654527939228
   27.500       -5.035178777      339277          19887348        12796230019494
   27.600       -5.035182350      340178          19940112        12934221277336
   27.700       -5.035185824      341077          19992516        13076796266842
   27.800       -5.035189305      341977          20045160        13243586570194
   27.900       -5.035192760      342874          20097220        13405701825340
   28.000       -5.035196136      343773          20149732        13566584468542
   28.100       -5.035199556      344670          20201900        13727286832318
   28.200       -5.035202884      345565          20254276        13890186283382
   28.300       -5.035206216      346459          20306512        14055512226278
   28.400       -5.035209549      347354          20358656        14214509401032
   28.500       -5.035212804      348247          20410616        14382252286656
   28.600       -5.035216054      349139          20462680        14546932006096
   28.700       -5.035219308      350030          20515016        14708237784688
   28.800       -5.035222547      350916          20566696        14864148769808
   28.900       -5.035225710      351802          20618616        15026187190320
   29.000       -5.035228886      352687          20670316        15183285941274
   29.100       -5.035232053      353568          20721804        15341233453092
   29.200       -5.035235088      354446          20773016        15506325866358
   29.300       -5.035238130      355323          20824452        15673730795878
   29.400       -5.035241181      356199          20875356        15840370672840
   29.500       -5.035244170      357073          20926368        16003560088136
   29.600       -5.035247108      357947          20977492        16168509118962
   29.700       -5.035250086      358817          21028612        16335709622346
   29.800       -5.035252952      359687          21079620        16507541522940
   29.900       -5.035255808      360558          21130800        16678065445342
   30.000       -5.035258591      361428          21181524        16855567246126
